query_id    doc_id  rel rappel  precision
3990512	3990512_1	4	0.09090909090909091	1.0
3990512	2036065_1	2		
3990512	3265991_12	2		
3990512	3149758_0	1		
3990512	3990512_0	3	0.18181818181818182	0.4
3990512	3990512_2	1		
3990512	1772359_2	2		
3990512	1949736_5	1		
3990512	3579785_0	2		
3990512	1949736_1	1		
3990512	3239083_1	2		
3990512	3974525_0	2		
3990512	1173778_3	2		
3990512	1900286_7	3	0.2727272727272727	0.21428571428571427
3990512	3154563_3	3	0.36363636363636365	0.26666666666666666
3990512	2800339_2	3	0.45454545454545453	0.3125
3990512	3253458_0	1		
3990512	311770_2	3	0.5454545454545454	0.3333333333333333
3990512	332116_1	4	0.6363636363636364	0.3684210526315789
3990512	4359089_0	2		
3990512	1173778_0	2		
3990512	3749223_0	1		
3990512	4087614_7	3	0.7272727272727273	0.34782608695652173
3990512	248974_2	1		
3990512	667270_1	3	0.8181818181818182	0.36
3990512	3916430_1	2		
3990512	1182425_0	1		
3990512	4452969_1	1		
3990512	3538410_2	1		
3990512	55529_0	1		
714612	714612_0	4	0.09090909090909091	1.0
714612	714612_10	3	0.18181818181818182	1.0
714612	2781942_0	4	0.2727272727272727	1.0
714612	714612_1	4	0.36363636363636365	1.0
714612	2188695_4	2		
714612	839374_0	1		
714612	790907_2	3	0.45454545454545453	0.7142857142857143
714612	72439_7	1		
714612	3869822_1	1		
714612	714612_8	4	0.5454545454545454	0.6
714612	714612_9	2		
714612	3069999_1	2		
714612	714612_2	2		
714612	714612_3	2		
714612	3506428_3	1		
714612	714612_6	2		
714612	714612_7	4	0.6363636363636364	0.4117647058823529
714612	714612_4	3	0.7272727272727273	0.4444444444444444
714612	714612_5	4	0.8181818181818182	0.47368421052631576
714612	3052195_10	1		
714612	2188695_6	2		
714612	3800929_1	2		
714612	3349655_4	1		
714612	2781942_4	4	0.9090909090909091	0.4166666666666667
714612	4247398_5	2		
714612	49262_1	1		
714612	2914905_3	1		
714612	1369513_9	4	1.0	0.39285714285714285
714612	1049943_8	2		
714612	1375616_4	1		
2528767	2528767_2	4	0.0625	1.0
2528767	309724_0	3	0.125	1.0
2528767	2528767_5	4	0.1875	1.0
2528767	2528767_4	4	0.25	1.0
2528767	2528767_1	4	0.3125	1.0
2528767	2528767_0	4	0.375	1.0
2528767	2528767_3	4	0.4375	1.0
2528767	2167806_1	3	0.5	1.0
2528767	555785_4	4	0.5625	1.0
2528767	4115041_3	4	0.625	1.0
2528767	4338184_6	3	0.6875	1.0
2528767	1654158_1	2		
2528767	2646082_0	3	0.75	0.9230769230769231
2528767	3395908_2	4	0.8125	0.9285714285714286
2528767	3676402_1	2		
2528767	198085_4	4	0.875	0.875
2528767	198085_5	4	0.9375	0.8823529411764706
2528767	823874_7	2		
2528767	521477_0	3	1.0	0.8421052631578947
2528767	3883886_0	2		
2528767	2057864_1	2		
2528767	4303090_0	2		
2528767	2505332_4	1		
821387	821387_0	4	0.05	1.0
821387	821387_23	4	0.1	1.0
821387	821387_22	4	0.15	1.0
821387	821387_21	2		
821387	821387_20	3	0.2	0.8
821387	821387_24	1		
821387	276633_10	2		
821387	1239473_4	2		
821387	2068003_18	4	0.25	0.5555555555555556
821387	1082990_5	2		
821387	235551_5	1		
